"CT" "10" "20" "50" "100" "200" "500" "0" "AAL"
"197" "22071002700" 141.084944831207 689.290849745274 3392.95672178268 8926.09359931946 15829.5856237411 36048.5562171936 350.783094018698 283.294770861895
"198" "22071002800" 172.189245153219 776.289998799562 3771.98381304741 10505.7603225708 18853.7975292206 41685.9581718445 419.098758667707 327.533337135691
"199" "22071002900" 118.202794000506 534.925707042217 2671.01217556 7220.38009262085 12695.7900543213 29803.6445770264 285.945121049881 227.413819420382
"200" "22071003000" 119.487396836281 523.515082120895 2454.09467697144 6462.33792114258 11061.4209594727 25602.5069580078 259.155852794647 204.126660428643
"201" "22071003100" 173.372016714886 726.641726493835 3197.98577451706 8939.44785022736 15683.534737587 35531.8499069214 364.794320523739 280.437457655402
"202" "22071003301" 368.101198062301 1507.17026495934 7489.66931438446 19060.3815727234 29147.9729423523 59971.7646026611 766.459657907486 568.785127306447
"203" "22071003302" 393.713145405054 1596.54836547375 7788.79541969299 22870.8376197815 38826.3450393677 81154.0219116211 935.682487130165 678.0483668212
"204" "22071003303" 193.979957818985 836.828822612762 4731.14177322388 12613.527053833 17432.6670761108 42700.379699707 509.982770681381 361.328178072214
"205" "22071003304" 227.690687127411 940.121024131775 4979.66921615601 13390.6172962189 19457.8149623871 44515.6960716248 521.837400496006 387.924926145204
"206" "22071003307" 136.090505257249 582.441138118505 2652.04661464691 7616.78280067444 12920.4131145477 28109.7784347534 310.867971539497 230.713031564489
"207" "22071003308" 508.35833145678 2276.46820759773 10988.6088523865 27263.1703262329 41646.2225418091 93406.5131225586 1072.89119064808 834.70830093588
"208" "22071003400" 185.049534846097 908.486632540822 4035.03451609612 10417.0877399445 19431.5208282471 41654.2335395813 420.75835993886 340.001985666652
"209" "22071003500" 192.805395051837 956.812258780003 3632.13807201386 8972.62633132935 16010.7113265991 31740.5141296387 359.641522884369 294.683700653598
"210" "22071003600" 195.07807534188 891.22289788723 3700.68623876572 10858.7490348816 20527.9454193115 41809.016708374 436.150249779224 340.80551707577
"211" "22071003701" 576.418959692121 2899.71204984188 9769.16936397552 20831.3520469666 33593.3520812988 59862.9910583496 845.135328531265 706.185378530458
"212" "22071003702" 484.248857304454 2254.50465071201 9160.10261631012 26664.0453567505 50081.6984100342 101548.66645813 1094.91122102737 838.118593290255
"213" "22071003800" 516.979731164873 2841.30391785502 11843.3353624344 26355.5957317352 48293.1759605408 105209.222213745 1081.55441260338 912.096862392805
"214" "22071003900" 222.860173881054 1229.40849325806 5127.96854841709 11856.5714373589 23327.4181070328 49031.534954071 503.979013815522 413.08847568512
"215" "22071004000" 220.880912184715 1109.44291341305 4487.93225193024 11406.9582977295 22288.2106018066 42909.6997070313 468.001085281372 378.727963580489
"216" "22071004100" 268.422373086214 1170.76914405823 4374.82235908508 13186.3818855286 27853.5172748566 51730.7650718689 562.664106100798 428.94585311988
"217" "22071004401" 157.007925584912 759.069469928741 3147.465051651 8533.87311172485 18439.9990539551 35977.0153961182 369.605981349945 288.966845617727
"218" "22071004402" 0.881680965423584 9.40296936035156 47.4827423095703 129.842330932617 280.455902099609 553.615478515625 5.43341541290283 4.27387995290756
"219" "22071004500" 258.342681258917 1185.9735224247 4474.33853340149 13399.6708297729 30632.4961547852 56296.790435791 595.90887093544 450.856980092615
"220" "22071004600" 404.931945800781 1902.35014665127 6549.12342453003 20260.1053886414 45375.6354827881 77384.7461395264 894.099154829979 666.730224556924
"221" "22071004800" 264.979390218854 1598.84334546328 5481.90696907043 10708.8126373291 18234.8747558594 33079.3928375244 437.943384170532 383.091041015104
"222" "22071004900" 617.828978223726 3306.58795037866 12124.9971551895 30505.2246756554 61825.7305574417 111892.146873474 1262.31376628578 1034.13951318192
"223" "22071005000" 151.237550705671 863.331250905991 3515.54533100128 11067.6508331299 25547.4764022827 46148.4249191284 484.590866088867 363.045019660205
"224" "22071005400" 481.1581306234 2590.47379267216 7429.73598098755 19891.1429080963 41758.4743690491 64961.678981781 869.092791557312 677.902612351813
"225" "22071005500" 336.071699570864 1507.67451365292 4786.2951335907 16763.1803245544 38014.633020401 57756.0847892761 737.362187445164 528.851187406879
"226" "22071005601" 403.853744026273 1633.21293890476 5790.05507326126 19786.9083900452 36794.0645046234 60096.2545547485 862.192815065384 576.948415398028
"227" "22071005602" 315.743357464671 1329.81320823729 5455.75452613831 17273.7072610855 31295.9221973419 53657.8684997559 735.270029246807 505.424498786017
"228" "22071005603" 197.451058313251 852.332113653421 2748.68224191666 9712.02130508423 19961.9963493347 30709.9133911133 423.817680716515 292.756221114442
"229" "22071005604" 185.066970914602 788.62799179554 2802.94339179993 9861.44069290161 19948.4921035767 33157.2530670166 421.952631473541 295.721314992279
"230" "22071006000" 377.521464824677 2218.29108572006 7811.04286956787 21578.730682373 45099.6809082031 82120.6535644531 884.358455657959 719.810721538066
"231" "22071006300" 183.89796897769 1013.86032326519 3513.25035333633 9916.32888031006 21055.0852546692 36593.2563056946 415.950520932674 328.899561301321
"232" "22071006400" 265.860522147268 1340.19953969121 4207.87679839134 13993.7608475685 31497.6174697876 52226.9152030945 599.700634181499 453.696079649713
"233" "22071006500" 304.306423744187 1487.12383505702 4486.86298274994 15436.7759308815 34426.5739078522 53558.1410369873 657.87749171257 490.649200319385
"234" "22071006900" 105.306978464127 654.462207317352 2597.1944732666 8491.83480834961 18773.1020507813 33573.4157714844 338.162615776062 269.896345142603
"235" "22071007000" 221.545107364655 1374.38516294956 4331.2858171463 14070.5719490051 30283.5452804565 48690.5650177002 560.549054384232 446.839068810939
"236" "22071007101" 507.667335916311 2989.38705768436 8155.23164707422 20115.9206581116 39544.2159032822 62851.1957130432 849.459173515439 698.694860765297
"237" "22071007200" 410.972490847111 2513.33600664139 6848.80633163452 22467.0592803955 48392.5672912598 73649.8308105469 913.430073738098 720.33183915335
"238" "22071007501" 255.876125603914 1170.37420868874 2912.62474989891 13510.4498291016 32539.9676971436 45600.7620391846 562.304217219353 411.353754051239
"239" "22071007502" 327.309718478471 1421.46208950877 3476.20863205194 15761.4677624702 37707.5692844391 54257.8328094482 655.369711220264 484.993433753807
"240" "22071007604" 517.668270718306 2089.7333804667 5955.86417770386 21529.2248735428 56788.1720790863 80541.923740387 1042.07082116604 725.0830860192
"241" "22071007605" 126.990803107619 625.660486489534 1811.06902599335 7068.22430992126 16627.1848640442 25157.2530059814 299.980855464935 221.678871346697
"242" "22071007606" 699.636844573542 3521.55363421515 12226.713198185 36246.3180451393 64209.2527132034 97343.6640205383 1536.10252773762 1077.58722266881
"243" "22071007700" 1714.46713569574 10461.6211513281 35058.2707371712 75468.2395801544 140143.324726105 286376.740169525 3098.28452035785 2718.64214519881
"244" "22071007800" 299.904400229454 1584.00408279896 5310.15825176239 13384.3062553406 27898.7023086548 57594.7052459717 566.907286763191 475.430102371574
"245" "22071008200" 394.876020520926 2459.15929532051 7918.58630371094 18074.8288574219 36012.9096984863 70781.3326416016 763.377195358276 652.394852587074
"246" "22071008300" 221.698990024626 1069.98466742039 3678.01003694534 10663.8780460358 24486.6982574463 51273.8512496948 465.494129419327 376.738717435934
"247" "22071008400" 450.154908791184 2612.66163861752 7675.88047981262 17278.0799407959 33659.6805114746 62076.2760314941 725.912750959396 626.616683509842
"248" "22071008500" 147.679859001189 783.030663326383 2730.36667513847 7892.81474018097 17936.3525352478 34335.7063140869 335.307297021151 272.065636674333
"249" "22071008600" 108.315545678139 570.329867601395 2049.82713699341 6448.31648254395 14935.771697998 27577.5593261719 270.761055469513 215.989425486207
"250" "22071008800" 186.175750911236 998.96025288105 3388.48509454727 9471.56303024292 21725.8720703125 46176.6267547607 421.315900325775 339.587656919181
"251" "22071009000" 466.280798047781 2474.47450184822 7428.6373500824 19820.3351669312 46062.5482788086 93994.5970458984 906.481353759766 733.103349462837
"252" "22071009100" 442.058265252039 2440.45798090473 7060.30089062452 17610.9317595959 36668.0363230705 70058.0634365082 761.228955879807 633.717022323994
"253" "22071009200" 150.68653601408 839.202139496803 2875.94986343384 8545.57807159424 19520.6602935791 37150.2089538574 364.798145055771 292.75403639096
"254" "22071009400" 231.422553092241 1113.38733190298 3482.03542709351 11735.8662776947 27799.1065597534 48771.3884124756 497.313512325287 392.334271585733
"255" "22071009600" 152.387134708464 788.81880068779 2553.59060001373 9109.7908821106 21242.8962631226 44646.3391571045 389.435078978539 306.698767799474
"256" "22071009700" 214.852572645992 1032.11800056696 2969.99650287628 11674.261806488 27201.7898674011 55533.8256225586 494.770994007587 385.720825848456
"257" "22071009900" 692.338614594191 3921.339495942 13605.6604590416 48271.5149793625 117094.764205933 239291.728569031 2110.4334410429 1635.62826640586
"258" "22071010000" 220.577823862433 1195.42613351345 3680.52240228653 11133.4494628906 26964.3737487793 52758.355255127 507.479690670967 397.437837832317
"259" "22071010100" 430.776532404125 2313.69343841076 5948.31738376617 16608.7192173004 37725.0192451477 69371.8409957886 753.4757335186 601.806731125884
"260" "22071010200" 170.79923125729 925.493072509766 2885.38415050507 9778.2094707489 23846.3986034393 44069.3230743408 431.966615647078 333.823536747809
"261" "22071010300" 270.522961765528 1295.26350021362 3863.05911064148 13956.7557373047 34292.9114990234 58956.5134277344 599.701727867126 466.116880432993
"262" "22071010600" 174.308636240661 991.196138381958 2346.64914941788 9683.01160430908 20589.6374206543 39864.0278625488 397.954660773277 305.715722938411
"263" "22071010700" 348.460730865598 1736.39538013935 4647.54492044449 17725.9503250122 41221.1668395996 80403.8645935059 770.129744768143 589.553323572352
"264" "22071010800" 283.671891033649 1321.10644638538 3179.82054233551 14079.8285675049 33435.8055114746 63183.636932373 610.388402938843 457.649857678711
"265" "22071010900" 413.767195856199 2051.14726877213 5701.67324972153 21579.4809980392 55037.2947368622 100809.479946136 984.970397025347 739.633041993668
"266" "22071011100" 241.238917611539 1281.95652627945 3627.04168367386 12964.5499668121 32140.8630523682 57212.5139007568 578.864883542061 441.466415476642
"267" "22071011200" 234.276945985854 1101.49354544282 3024.46404755116 11851.9234304428 29620.7164993286 50155.6089630127 513.80438002944 393.011651588537
"268" "22071011400" 388.374221161008 1935.98617458344 4107.59271812439 20607.248840332 46733.1835174561 87495.3128662109 863.366136312485 642.030726546481
"269" "22071011500" 271.854358613491 1440.91009402275 3041.24140405655 14185.7847290039 32305.8506851196 57143.9720916748 601.359085083008 446.590337152898
"270" "22071011600" 342.152892490849 1597.44739037752 3555.65585231781 16137.5245227814 38161.0796966553 69771.9267845154 699.735541880131 521.898477857983
"271" "22071011700" 746.297587439418 3293.97371840477 7504.9088101387 32647.8683013916 85415.2473297119 148770.151153564 1520.08891415596 1110.18979293458
"272" "22071011900" 291.199158459902 1365.03944835812 3385.5149050951 14486.8691220284 36453.1579236984 60617.0639019012 634.805094346404 474.981600960583
"273" "22071012000" 403.958000916988 2221.24348515272 4567.57954216003 24416.6998243332 57254.7431373596 93412.2844200134 989.272153317928 742.562928134192
"274" "22071012101" 424.361469974741 2098.11787772179 4872.25015616417 19528.0272912979 46235.2207336426 71454.2735671997 829.439121603966 630.561252951628
"275" "22071012102" 447.840194806457 2517.10950636864 5645.48281288147 19922.8297424316 44073.4743041992 68155.4049987793 840.759125709534 652.738269165739
"276" "22071012200" 411.506860166788 1792.94041097164 4655.88048648834 20396.6375770569 51582.353553772 81458.7574920654 871.431119084358 656.615229953915
"277" "22071012300" 292.756788834929 1323.66765093803 3686.21983671188 14815.8717803955 36445.0998382568 58685.4746856689 623.999660372734 478.917672227129
"278" "22071012400" 269.708812817931 1184.81444782019 3130.46856188774 13413.5823574066 32462.6773338318 50777.212677002 558.17480635643 423.36306550239
"279" "22071012500" 432.435348825529 2531.71095639467 4966.91748762131 19069.8586320877 43657.6306705475 65956.0485992432 831.840485423803 628.006207050564
"280" "22071012600" 259.428581973538 1380.05239290744 2994.03395313025 13416.0417392254 32532.005610466 49859.5188274384 580.483897618949 427.106103055453
"281" "22071012700" 350.815688252449 1639.61192059517 3666.74106407166 16525.3363265991 39892.2373809814 59884.6363677979 700.150618076324 521.025616836667
"282" "22071012800" 427.029602719471 2220.83092278242 5061.44641304016 18766.674612999 42267.0499019623 61122.7405662537 769.914261221886 602.240275294809
"283" "22071012900" 288.57860519737 1548.4857840538 3217.43050670624 15537.0306015015 38006.1400146484 55105.883682251 659.529460191727 484.713621719442
"284" "22071013000" 170.361588984728 931.831003665924 2120.89402532578 9241.45500946045 21515.0763244629 31045.1458435059 380.374065160751 285.889097011835
"285" "22071013100" 155.481274664402 756.402528584003 1657.85668635368 8194.1217956543 19373.4570465088 26522.0132980347 331.024191141129 246.033028337538
"286" "22071013200" 328.637854129076 1513.81789851189 3548.9694018364 17129.3677482605 41289.8626937866 57728.5655822754 695.377597689629 519.970607590944
"287" "22071013301" 1036.89944919199 4213.05853772163 23466.5263309479 72640.5316772461 125974.210769653 185450.430404663 2667.4575688839 1990.65183062258
"288" "22071013302" 610.762488659471 2529.96289229393 19411.5778579712 35807.7800979614 47852.5250205994 122955.973197937 1573.25591468811 1149.10154568168
"289" "22071013400" 2839.6872240901 18110.5650892258 84919.9692153931 237630.796707153 498172.229736328 1041039.13262939 9500.76827478409 7830.29276167219
"290" "22071013500" 1205.93834526092 7331.47864818573 41038.0115280151 84898.0874099731 171479.688331604 358470.1590271 3553.80578923225 3004.52748256112
"291" "22071013600" 123.597113844007 514.336411401629 3005.44016599655 7382.22501182556 11731.3991527557 34509.7321624756 291.33773380518 237.829070065524
"292" "22071013700" 320.093684803694 1480.82211095095 11531.240899086 24353.4386911392 33370.9923477173 94846.8237419128 922.761354774237 756.265039727133
"293" "22071013800" 163.175935789943 839.532613515854 3637.09460163116 9109.60057067871 15168.6349945068 29625.7710266113 368.345433950424 283.83779576604
"294" "22071013900" 570.278581868857 3685.87650164962 12192.774746418 28352.1560115814 56688.3357334137 111482.395160675 1184.92601978779 1012.16562530259
"295" "22071014000" 487.704897135496 2948.71683573723 9194.60439872742 19996.5204162598 39358.190826416 71649.7242431641 848.365250587463 728.914636624784
"296" "22071014100" 350.569122433662 1803.15867090225 6370.70361328125 16882.1155090332 37382.3096313477 82306.3760986328 734.538631439209 607.909316153645
"297" "22071014200" 251.741836294532 1276.88236236572 4110.68779468536 17368.6726226807 40692.1909484863 85734.2851715088 713.823561787605 561.217832517013
"298" "22071014300" 146.792110804468 836.701894521713 2736.87336039543 8272.23134899139 18869.8150939941 34628.9131355286 351.607281178236 281.339710955594
"299" "22071014400" 283.23661404103 1604.23235630989 4585.9331035614 21807.215423584 49030.6577835083 101351.449401855 891.700208902359 674.672792588345
"300" "22071014500" 82.2091503143311 466.317281484604 1516.39186763763 3695.21639251709 6843.3362197876 10468.1544647217 143.530079603195 121.825456890106
"301" "22071980000" 16.3899074792862 166.273780107498 951.745031356812 3234.4387512207 6626.02342224121 13406.4913711548 138.407544374466 96.9677208982706
"302" "22071980100" 2.33263349533081 18.372896194458 1249.43518066406 550.757690429688 1150.95129394531 5289.9306640625 46.8671684265137 42.4513191485404
"303" "22075050100" 224.181611403823 61.5502589195967 72138.3188781738 612.025796532631 6543.59646606445 165069.554321289 1732.13071250916 1729.20183902554
"304" "22075050200" 2264.39897453785 7232.18065452576 56081.1883850098 99980.0185241699 190237.446838379 611803.047851563 3943.74052715302 3896.02546630681
"305" "22075050300" 918.834811389446 3686.05030477047 16451.5083580017 33781.9891834259 61336.1717681885 219681.878677368 1428.42338848114 1327.67547360009
"306" "22075050400" 1400.57028901577 5272.47522068024 193014.769226074 99125.5863037109 60946.8439025879 708496.727050781 5584.15620422363 6156.18301403844
"307" "22075050500" 216.719755411148 362.313915193081 59166.4318847656 24096.537109375 30548.6062316895 164157.270568848 1183.40481185913 1752.39354728866
"308" "22075050600" 180.440404839814 205.117598131299 60436.0050811768 19265.1262283325 24826.0665588379 171831.852172852 1222.25907230377 1722.97630687691
"309" "22075050700" 326.291146814823 183.359329506755 90143.9533996582 9260.9886302948 33507.2745666504 266337.381164551 2299.45853567123 2421.36330458444
"310" "22075050800" 250.975111983716 71.3788789995015 98074.7190246582 6611.31144142151 37850.9468383789 161838.057525635 2462.56141090393 2414.36962290537
"311" "22087030103" 431.481904551387 1317.74685052037 33275.1993904114 15047.9508705139 30896.3270187378 228918.67350769 1228.42757153511 1308.82385930817
"312" "22087030104" 165.110400207341 408.210784733295 16482.5248718262 3194.02522373199 7813.74061584473 95400.3184204102 496.460888266563 548.417318103023
"313" "22087030105" 103.690717115998 27.4656441286206 33144.9996948242 19.3627896308899 650.784565448761 67189.0349121094 1267.67282772064 770.122799141719
"314" "22087030203" 343.758158639073 1266.73365956545 16711.2420845032 18126.4562454224 32488.9473800659 143732.403198242 968.037208795547 874.990958196953
"315" "22087030204" 468.310797795653 1370.12945313752 33140.7550377846 11548.1187663078 30050.0761556625 191124.510238647 1364.83074256778 1222.82600955401
"316" "22087030206" 257.058828189969 823.709877789021 11935.5879707336 9487.96398925781 19459.0002288818 95516.7711486816 659.156842708588 570.357512788965
"317" "22087030207" 364.403355937451 1279.30813077092 17044.1264324188 16236.7331485748 31498.4310684204 140354.234237671 989.799008250237 859.465512022148
"318" "22087030208" 280.479565966874 939.354681119323 15910.0389404297 7990.24701976776 18891.7438697815 116955.517822266 747.918297469616 673.714060063322
"319" "22087030209" 324.881945386529 1031.60035049915 22806.714881897 13756.8118362427 29329.7811431885 155527.81036377 1021.0289247036 959.307289182798
"320" "22087030300" 196.401414088905 800.300787091255 6744.17558479309 12270.1425971985 19865.9526748657 65038.2396011353 520.891025662422 440.852818111889
"321" "22087030400" 157.364115282893 640.547368824482 7100.67563819885 12874.808139801 22568.3286056519 76341.2484283447 537.153252124786 472.915758512661
"322" "22087030500" 160.08883228898 670.523236393929 8754.94671440125 15468.2721824646 25861.7093811035 91763.7611999512 678.792355060577 563.026605243832
"323" "22087030601" 175.199107345194 604.804384492338 6952.03681993485 9286.57868862152 15916.0935907364 61063.0705757141 463.554912269115 392.521209853199
"324" "22087030602" 235.932017207146 923.42674279213 10201.2248687744 15492.1674194336 26804.6064147949 99091.2312011719 713.835904121399 618.906395624041
"325" "22087030603" 150.21448909305 662.567384198308 7426.63703536987 8812.15116024017 15305.6333608627 61395.2882728577 465.812156200409 398.197397857195
"326" "22087030700" 195.480860661715 770.16273227334 9477.2312669754 12481.284620285 22743.2770290375 93885.8536224365 633.926618099213 550.649679348927
"327" "22087030800" 401.565096467733 1505.4253308773 18703.7576789856 22499.8776779175 40911.2307815552 169575.696350098 1217.58370709419 1031.08884446225
"328" "22087990000" 0 0 0 0 0 0 0 0
"329" "22089060100" 310.665529243648 1144.25475245714 432.043098527938 6736.18318271637 22160.3918075562 2633.07837915421 331.553326576948 205.290248969264
"330" "22089062100" 935.801785394549 4539.89783835411 2307.72747910023 34010.3259811401 61710.9882736206 27067.006187439 1368.88686823845 793.667414985224
"331" "22089062200" 428.905974403024 1823.0304363966 531.873727709055 9194.64851760864 19553.1690711975 7726.08388137817 540.862515687943 253.043007359043
"332" "22089062301" 1596.39551566169 6955.81277918816 2046.18578865379 30702.2629890442 69961.0444564819 24344.7602310181 1804.87490844727 905.694405422431
"333" "22089062302" 863.406942788512 3970.85024982691 770.235487982631 15993.0576858521 44337.145614624 12568.8997344971 1199.59022003412 511.973758026574
"334" "22089062400" 141.414516668767 614.987926274538 227.241697199643 3315.4214553833 10009.4986839294 2429.83787202835 207.547544628382 101.228126370828
"335" "22089062500" 539.887278005481 2302.16029626131 316.089209757745 10013.0387420654 33237.8645935059 4975.13353157043 740.183716058731 327.417327232614
"336" "22089062700" 975.322922803462 4231.94722497463 382.662399983034 11713.5236635208 47286.4782600403 7573.17645549774 1218.99734124541 489.671315268546
"337" "22089062800" 706.600950505584 3964.23288094997 415.964568473399 12589.887336731 29920.3558502197 11718.2522659302 964.10330748558 416.236587195363
"338" "22089062900" 486.566083073616 2752.31565177441 535.756273381412 11343.9422721863 31608.7390708923 13345.7537994385 829.635110497475 364.505057639569
"339" "22089063000" 241.694073411636 1023.51025754213 440.269664565101 4748.3530163765 10778.758972168 6353.97834682465 278.37024050951 144.046806460011
"340" "22089063100" 2040.82503348589 10321.6690483093 2659.04635858536 43501.405708313 75248.5702362061 61657.4956359863 2516.96164035797 1236.80938215238
"341" "22089063200" 1001.57793973759 5978.86259651184 792.389582503587 20366.0415210724 43028.1122894287 35274.6913661957 1550.85871994495 657.811541619036
"342" "22095070100" 862.8331858702 2371.63726760447 592.363513560966 8759.10390377045 44623.0588951111 2660.75731515884 586.708775490522 376.460241453614
"343" "22095070200" 1634.98713359982 5084.42455017567 785.462691411376 14158.8537778854 63927.7814865112 6079.25661766529 1270.0950139761 630.982328381933
"344" "22095070300" 1388.82425570488 4595.41023439169 520.603245407343 13462.096678257 62018.4276885986 5268.00868076086 1176.823792696 585.8905295389
"345" "22095070400" 876.880699284375 2793.30515672266 283.756330601871 8588.92202138901 41691.2661242485 3127.89673814178 784.641676165164 375.203175127677
"346" "22095070500" 1561.81412871368 4662.55567137897 368.808121794835 10158.598620832 47036.734744072 4777.93370585144 1032.74948105216 504.427071700203
"347" "22095070600" 657.766037352383 1728.0732281208 54.8544807434082 2810.1229673624 20108.491973877 1326.67393583804 510.079388350248 190.164070727993
"348" "22095070700" 1117.62535075843 3130.56174582243 143.406280517578 6934.55077314377 43170.0014610291 2911.94354528189 1002.96920770407 385.088281172827
"349" "22095070800" 413.961451921612 1305.31648112834 106.773255573586 2921.98611330986 12100.8924760818 1383.3962174356 316.842681229115 137.09072073495
"350" "22095070900" 441.083002597094 1527.64583218098 136.625639863312 4470.2273812294 19876.0930976868 1717.24114370346 462.28697925806 190.472360614956
"351" "22095071000" 505.98805816099 1933.50619468093 202.103840400465 5745.25782775879 26449.4530725479 2721.52007341385 534.278857558966 247.001552157775
"352" "22095071100" 750.92431846261 2574.88228011131 63.0176582336426 3726.45449209213 27700.9277038574 2344.2598361969 812.852181196213 265.297261591106
